;artists;Title;popularity;Title language FULL;rank;Language Specific Popularity
26710;楊燕;意難忘;23;chinese (simplified);24.0;28.0
26706;霜華雪華;今宵多珍重;23;chinese (simplified);24.0;28.0
26695;湯蘭花;留戀;23;chinese (simplified);24.0;28.0
72814;黃蜀娟;北國之春;23;chinese (simplified);24.0;28.0
26686;謝雷;啊咿奧;23;chinese (simplified);24.0;28.0
72760;黃蜀娟;想當年;23;chinese (simplified);24.0;28.0
72768;黃蜀娟;東風解笑人;23;chinese (simplified);24.0;28.0
72774;黃蜀娟;薔薇之戀;23;chinese (simplified);24.0;28.0
72775;黃蜀娟;含羞草;23;chinese (simplified);24.0;28.0
72778;黃蜀娟;空中歌聲;23;chinese (simplified);24.0;28.0
72779;黃蜀娟;輕煙濃霧;23;chinese (simplified);24.0;28.0
72802;黃蜀娟;東山飄雨西山晴;23;chinese (simplified);24.0;28.0
26684;明星合唱團;多少柔情多少淚;23;chinese (simplified);24.0;28.0
36331;Roman Tam;親情;23;chinese (simplified);24.0;28.0
10433;水柳仙;日日春;23;chinese (simplified);24.0;28.0
42573;于璇;坐在馬車上呦;23;chinese (simplified);24.0;28.0
42577;水柳仙;拜年;23;chinese (simplified);24.0;28.0
42575;于璇;慈母心;23;chinese (simplified);24.0;28.0
42578;于璇;許我向你看;23;chinese (simplified);24.0;28.0
42574;水柳仙;愛國之花;23;chinese (simplified);24.0;28.0
51370;The Beach Boys;Ding Dang - Remastered 2000;23;chinese (simplified);24.0;28.0
42621;于璇;我永遠懷念你;23;chinese (simplified);24.0;28.0
42625;于璇;萍水相逢;23;chinese (simplified);24.0;28.0
26880;Nina Simone;Come Ye;24;chinese (simplified);25.0;30.0
138270;冉肖玲;朝朝暮暮;24;chinese (simplified);25.0;30.0
147429;Buddy Fo & His Group;Mi Nei;24;chinese (simplified);25.0;30.0
65261;環球群星;情難忘;24;chinese (simplified);25.0;30.0
65277;環球群星;神秘的魔力;24;chinese (simplified);25.0;30.0
129336;Tito Rodriguez & His Orchestra;Mambo Manila;24;chinese (simplified);25.0;30.0
164175;王秀如;春宵吟;24;chinese (simplified);25.0;30.0
50550;Johnny Cash,June Carter Cash;Jackson - Live at San Quentin State Prison, San Quentin, CA - February 1969;24;chinese (simplified);25.0;30.0
51049;John Cale;Gun;24;chinese (simplified);25.0;30.0
51085;Dave Bartholomew;My Ding-A-Ling;24;chinese (simplified);25.0;30.0
51748;The Tubes;Sushi Girl;24;chinese (simplified);25.0;30.0
57927;環球群星;盡情歡笑;24;chinese (simplified);25.0;30.0
57943;環球群星;只怕你變了心腸;24;chinese (simplified);25.0;30.0
26833;Desmond Dekker,The Aces;Shing a Ling;24;chinese (simplified);25.0;30.0
65729;"""Howlin' Wolf"", 'Eric Clapton,Steve Winwood,Bill Wyman,Charlie Watts";Wang Dang Doodle;24;chinese (simplified);25.0;30.0
58094;"""Sergio Mendes & Brasil '66""";Ye-Me-Le;24;chinese (simplified);25.0;30.0
65319;冉肖玲;多客氣;24;chinese (simplified);25.0;30.0
138249;冉肖玲;春風太無情;24;chinese (simplified);25.0;30.0
138263;冉肖玲;有人對我說;24;chinese (simplified);25.0;30.0
91189;Nat King Cole;Hajji Baba (Persian Lament);24;chinese (simplified);25.0;30.0
74255;Cyndi Lauper;She Bop;24;chinese (simplified);25.0;30.0
110911;Nat King Cole;God Rest Ye Merry, Gentlemen;24;chinese (simplified);25.0;30.0
164194;John Coltrane;26-2;24;chinese (simplified);25.0;30.0
43915;Iggy Pop;Bang Bang;24;chinese (simplified);25.0;30.0
72850;冉肖玲;愛河橋;24;chinese (simplified);25.0;30.0
2473;于璇;不變的心;24;chinese (simplified);25.0;30.0
2475;于璇;憶良人;24;chinese (simplified);25.0;30.0
164279;于璇;月下佳人;24;chinese (simplified);25.0;30.0
20070;Gang Of Four;5.45;24;chinese (simplified);25.0;30.0
101395;Daniel Emmett,Mormon Tabernacle Choir,Richard P. Condie;Dixie;24;chinese (simplified);25.0;30.0
2359;王秀如;碎心花;25;chinese (simplified);26.0;31.0
10800;霜華雪華;相思謠;25;chinese (simplified);26.0;31.0
164184;張淑美;豈可如此;25;chinese (simplified);26.0;31.0
28732;The Rippingtons,Russ Freeman,David Benoit,Gregg Karukas,Bill Lanphier,Tony Morales,Steve Reid;Angela;25;chinese (simplified);26.0;31.0
10824;李清風;老少年;25;chinese (simplified);26.0;31.0
10829;霜華雪華;嘆息;25;chinese (simplified);26.0;31.0
10943;Steppenwolf;28;25;chinese (simplified);26.0;31.0
10813;李清風;驚某歌;25;chinese (simplified);26.0;31.0
10798;霜華雪華;告別;25;chinese (simplified);26.0;31.0
10812;霜華雪華;不了情;25;chinese (simplified);26.0;31.0
164276;于璇;鳳凰于飛;25;chinese (simplified);26.0;31.0
164271;于璇;五月的風;25;chinese (simplified);26.0;31.0
10810;李清風;臭頭黑貓某;25;chinese (simplified);26.0;31.0
164256;于璇;月掛栁梢頭;25;chinese (simplified);26.0;31.0
2366;王秀如;河邊春夢;25;chinese (simplified);26.0;31.0
10801;霜華雪華;負情;25;chinese (simplified);26.0;31.0
2374;Ben Webster,Joe Zawinul;Trav'lin' Light;25;chinese (simplified);26.0;31.0
164179;王秀如;月夜愁;25;chinese (simplified);26.0;31.0
164185;王秀如;心酸酸;25;chinese (simplified);26.0;31.0
164280;于璇;春情;25;chinese (simplified);26.0;31.0
18755;李清風;臭頭黑貓某2;25;chinese (simplified);26.0;31.0
164172;王秀如;少女鄉愁;25;chinese (simplified);26.0;31.0
164167;張淑美;都會夜曲;25;chinese (simplified);26.0;31.0
2457;于璇;原野之歌;25;chinese (simplified);26.0;31.0
2461;于璇;可愛的早晨;25;chinese (simplified);26.0;31.0
2463;于璇;愛情莫徬徨;25;chinese (simplified);26.0;31.0
2467;于璇;惆悵;25;chinese (simplified);26.0;31.0
2471;于璇;湖上戀歌;25;chinese (simplified);26.0;31.0
2479;于璇;送君;25;chinese (simplified);26.0;31.0
2486;于璇;你說你愛我;25;chinese (simplified);26.0;31.0
2504;于璇;毋忘我;25;chinese (simplified);26.0;31.0
2506;于璇;相見不如不見(相思淚);25;chinese (simplified);26.0;31.0
101251;Sheldon Allman;Radioactive Mama;25;chinese (simplified);26.0;31.0
100896;Jerry Vale;Mama;25;chinese (simplified);26.0;31.0
18734;李清風;雙腳踏雙船;25;chinese (simplified);26.0;31.0
18742;李清風;好姻緣;25;chinese (simplified);26.0;31.0
156050;Otis Redding;634-5789;25;chinese (simplified);26.0;31.0
18747;霜華雪華;姑娘要出嫁;25;chinese (simplified);26.0;31.0
20505;Roman Tam,Jenny Tseng;namakudamun 婦女們的聚會;25;chinese (simplified);26.0;31.0
18751;李清風;風騷老兄哥;25;chinese (simplified);26.0;31.0
120027;Fats Domino;Bo Weevil;25;chinese (simplified);26.0;31.0
120149;John Coltrane;Naima - Alternate Version, Take 2, False Start;25;chinese (simplified);26.0;31.0
50374;包娜娜,包妮妮;可愛的笑臉;25;chinese (simplified);26.0;31.0
50377;包娜娜,包妮妮;雨中舞;25;chinese (simplified);26.0;31.0
164164;張淑美;春滿夜都市;25;chinese (simplified);26.0;31.0
164161;王秀如;白牡丹;25;chinese (simplified);26.0;31.0
164160;王秀如;無聊的樓房;25;chinese (simplified);26.0;31.0
164159;張淑美;河邊相思調;25;chinese (simplified);26.0;31.0
164158;王秀如;真實的愛情;25;chinese (simplified);26.0;31.0
164152;王秀如;離鄉嘆;25;chinese (simplified);26.0;31.0
10785;霜華雪華;舞伴淚影;25;chinese (simplified);26.0;31.0
51010;Yusuf / Cat Stevens;Sun / C79;25;chinese (simplified);26.0;31.0
164170;王秀如;雨夜花;25;chinese (simplified);26.0;31.0
50467;冉肖玲;秋夜;25;chinese (simplified);26.0;31.0
50427;包娜娜,包妮妮;蘭閨寂寂;25;chinese (simplified);26.0;31.0
50426;包娜娜,包妮妮;採紅菱;25;chinese (simplified);26.0;31.0
50414;包娜娜,包妮妮;貝比多;25;chinese (simplified);26.0;31.0
50405;包娜娜,包妮妮;笑的讚美;25;chinese (simplified);26.0;31.0
50400;包娜娜,包妮妮;愛的鈴聲;25;chinese (simplified);26.0;31.0
50384;包娜娜,包妮妮;薔薇處處開;25;chinese (simplified);26.0;31.0
50382;包娜娜,包妮妮;八個娃娃;25;chinese (simplified);26.0;31.0
50379;包娜娜,包妮妮;再進這一杯;25;chinese (simplified);26.0;31.0
50431;包娜娜,包妮妮;容易記起你;25;chinese (simplified);26.0;31.0
2353;王秀如;春花望露;25;chinese (simplified);26.0;31.0
18756;霜華雪華;今宵多珍重;25;chinese (simplified);26.0;31.0
59455;The Adicts;4 3 2 1;25;chinese (simplified);26.0;31.0
36330;R.E.M.;1,000,000;25;chinese (simplified);26.0;31.0
60083;Don Henley;Shangri-La;25;chinese (simplified);26.0;31.0
138809;The Turtles;You Baby (Mono);26;chinese (simplified);27.0;32.0
2646;環球管弦樂隊;基羅之歌;26;chinese (simplified);27.0;32.0
2634;環球管弦樂隊;聖嬰降臨;26;chinese (simplified);27.0;32.0
50409;冉肖玲;秋的懷念;26;chinese (simplified);27.0;32.0
2622;環球管弦樂隊;牧羊人之歌;26;chinese (simplified);27.0;32.0
2618;環球管弦樂隊;快樂聖誕;26;chinese (simplified);27.0;32.0
2614;環球管弦樂隊;恭賀聖誕;26;chinese (simplified);27.0;32.0
2611;環球管弦樂隊;聖誕鈴聲+平安夜;26;chinese (simplified);27.0;32.0
67649;Hacken Lee;一生不變;26;chinese (simplified);27.0;32.0
2609;環球管弦樂隊;鐘之聲;26;chinese (simplified);27.0;32.0
2607;環球管弦樂隊;祝福;26;chinese (simplified);27.0;32.0
2546;Los Indios Tabajaras;Serenata de Luna - Moonlight Serenade;26;chinese (simplified);27.0;32.0
155814;霜華雪華;要愛就愛;26;chinese (simplified);27.0;32.0
3875;Paloma San Basilio;Luna de miel (Honey Moon Song);26;chinese (simplified);27.0;32.0
67335;"""Jane's Addiction""";1%;26;chinese (simplified);27.0;32.0
10903;Vanilla Fudge;Bang Bang;26;chinese (simplified);27.0;32.0
138723;Dorothy Ashby;Dodi Li;26;chinese (simplified);27.0;32.0
10892;The West Coast Pop Art Experimental Band;1906;26;chinese (simplified);27.0;32.0
74329;Teresa Teng;漫步人生路;26;chinese (simplified);27.0;32.0
73942;The Who;5:15;26;chinese (simplified);27.0;32.0
66483;Herb Alpert;1980;26;chinese (simplified);27.0;32.0
120001;Connie Francis;Mama;26;chinese (simplified);27.0;32.0
50413;冉肖玲;永遠的微笑;26;chinese (simplified);27.0;32.0
155822;霜華雪華;愛情的滋味;26;chinese (simplified);27.0;32.0
2627;環球管弦樂隊;普羅凡斯聖誕;26;chinese (simplified);27.0;32.0
35010;左艷蓉;夜淚;26;chinese (simplified);27.0;32.0
138753;The Aquatones;You;26;chinese (simplified);27.0;32.0
12384;Hank Williams, Jr.;Texas Women;26;chinese (simplified);27.0;32.0
50434;冉肖玲;狂戀;26;chinese (simplified);27.0;32.0
57853;Akira Kobayashi;自動車シヨ丨歌;26;chinese (simplified);27.0;32.0
155849;霜華雪華;淡淡的雲兒淡淡的風;26;chinese (simplified);27.0;32.0
155846;霜華雪華;大路風吹萬丈黃;26;chinese (simplified);27.0;32.0
66012;K. Frimpong;Kyenkyen Bi Adi M'awu;26;chinese (simplified);27.0;32.0
155835;霜華雪華;對我如同我心對你;26;chinese (simplified);27.0;32.0
155834;霜華雪華;怨語;26;chinese (simplified);27.0;32.0
155823;霜華雪華;永在你身邊;26;chinese (simplified);27.0;32.0
155844;霜華雪華;為什麼要愛你;26;chinese (simplified);27.0;32.0
35708;Sonora Ponceña;Tumba Mabo;27;chinese (simplified);28.0;33.0
120258;服部爵士大樂隊;卜卦調;27;chinese (simplified);28.0;33.0
34992;左艷蓉;我還是永遠愛著你;27;chinese (simplified);28.0;33.0
35230;Alice Cooper;Black Juju;27;chinese (simplified);28.0;33.0
120256;服部爵士大樂隊;五更鼓潮州調;27;chinese (simplified);28.0;33.0
120253;服部爵士大樂隊;採茶歌;27;chinese (simplified);28.0;33.0
120249;服部爵士大樂隊;牛犁歌;27;chinese (simplified);28.0;33.0
34989;左艷蓉;總有一天等到你;27;chinese (simplified);28.0;33.0
74900;Jacky Cheung;祇願一生愛一人;27;chinese (simplified);28.0;33.0
120245;服部爵士大樂隊;草螟弄雞公;27;chinese (simplified);28.0;33.0
19575;Elton John;Dixie Lily;27;chinese (simplified);28.0;33.0
164499;Donovan;Sun;27;chinese (simplified);28.0;33.0
120241;服部爵士大樂隊;子夜歌;27;chinese (simplified);28.0;33.0
51917;Cyndi Lauper;She Bop;27;chinese (simplified);28.0;33.0
26767;Manfred Mann;Sha La La;27;chinese (simplified);28.0;33.0
120248;服部爵士大樂隊;三步珠淚;27;chinese (simplified);28.0;33.0
166161;R.E.M.;9-9;27;chinese (simplified);28.0;33.0
120264;服部爵士大樂隊;月月按;27;chinese (simplified);28.0;33.0
35001;左艷蓉;黃昏小唱;27;chinese (simplified);28.0;33.0
11555;Sinn Sisamouth,Ros Serey Sothea,Pan Ron,Dara Jamchan;Voy Ho (Maok Pi Naok);27;chinese (simplified);28.0;33.0
120276;服部爵士大樂隊;丟丟銅;27;chinese (simplified);28.0;33.0
120272;服部爵士大樂隊;思想起;27;chinese (simplified);28.0;33.0
42769;左艷蓉;你還不走過來;27;chinese (simplified);28.0;33.0
120261;服部爵士大樂隊;牛馬調;27;chinese (simplified);28.0;33.0
35011;左艷蓉;紅丁香;27;chinese (simplified);28.0;33.0
34986;左艷蓉;打鑼打鼓;27;chinese (simplified);28.0;33.0
42798;左艷蓉;昨天;27;chinese (simplified);28.0;33.0
35005;左艷蓉;蜜月冤家;27;chinese (simplified);28.0;33.0
44967;Otis Day & The Knights;Shamalamma Ding Dong;27;chinese (simplified);28.0;33.0
120265;服部爵士大樂隊;山地歌;27;chinese (simplified);28.0;33.0
156413;The Jackson 5;2-4-6-8;27;chinese (simplified);28.0;33.0
34988;左艷蓉;流不盡的淚;27;chinese (simplified);28.0;33.0
120381;Quincy Jones;Samba De Una Nota So (One Note Samba);28;chinese (simplified);29.0;34.0
57845;Manfred Mann;5-4-3-2-1;28;chinese (simplified);29.0;34.0
59666;Frankie Paul;Pass The Tu Sheng Peng;28;chinese (simplified);29.0;34.0
11571;Curtis Mayfield;Kung Fu;28;chinese (simplified);29.0;34.0
110757;La Sonora Matancera,Celia Cruz;Melao De Caña;28;chinese (simplified);29.0;34.0
147342;于璇;難忘記;28;chinese (simplified);29.0;34.0
147346;于璇;小城春;28;chinese (simplified);29.0;34.0
147351;于璇;逢人笑時背人淚;28;chinese (simplified);29.0;34.0
147354;于璇;幸福的愛;28;chinese (simplified);29.0;34.0
147358;于璇;戒賭;28;chinese (simplified);29.0;34.0
44045;Earth, Wind & Fire;You;28;chinese (simplified);29.0;34.0
147370;于璇;再生緣;28;chinese (simplified);29.0;34.0
156125;Harry Nilsson;1941;28;chinese (simplified);29.0;34.0
36729;Dead Kennedys;Lie Detector;28;chinese (simplified);29.0;34.0
28864;David Benoit;Kei's Song;28;chinese (simplified);29.0;34.0
147340;于璇;落花恨;28;chinese (simplified);29.0;34.0
164820;Leon Russell;Dixie Lullaby;28;chinese (simplified);29.0;34.0
110632;John Coltrane;Naima - Take 2 - Alternate;28;chinese (simplified);29.0;34.0
147326;于璇;夕陽無限好;28;chinese (simplified);29.0;34.0
27562;George Harrison;Ding Dong, Ding Dong - 2014 Mix;28;chinese (simplified);29.0;34.0
35401;Mulatu Astatke;Kasalefkut-hulu - Stereo Master;29;chinese (simplified);30.0;36.0
2983;The Who;1921;29;chinese (simplified);30.0;36.0
139194;Marmalade;Ob-La-Di, Ob-La-Da;29;chinese (simplified);30.0;36.0
19069;Carl Perkins;Dixie Fried;29;chinese (simplified);30.0;36.0
164425;"Ricardo ""Richie"" Ray";Guaguancó In Jazz;29;chinese (simplified);30.0;36.0
157154;The Damned;Fan Club;29;chinese (simplified);30.0;36.0
156187;Margo Guryan;Sun;29;chinese (simplified);30.0;36.0
44828;Edie Brickell & New Bohemians;She;29;chinese (simplified);30.0;36.0
100889;Billie Holiday;Trav'lin Light;29;chinese (simplified);30.0;36.0
156243;The Archies;Bang-Shang-a-Lang;29;chinese (simplified);30.0;36.0
45029;Uncle Tupelo;Gun;29;chinese (simplified);30.0;36.0
51553;Houshmand Aghili;Farda Tou Miayee;29;chinese (simplified);30.0;36.0
44315;羅大佑;亞細亞的孤兒;29;chinese (simplified);30.0;36.0
66418;Paula Tsui;漫漫前路;29;chinese (simplified);30.0;36.0
66361;Kenny Rogers;San Francisco Mabel Joy;29;chinese (simplified);30.0;36.0
52284;Rush;Tai Shan;29;chinese (simplified);30.0;36.0
28433;Teresa Teng;空港 - 日文;29;chinese (simplified);30.0;36.0
36338;Orange Juice;Wan Light;29;chinese (simplified);30.0;36.0
138905;Mitch Ryder and The Detroit Wheels;Little Latin Lupe Lu;29;chinese (simplified);30.0;36.0
67182;Siouxsie and the Banshees;92°;29;chinese (simplified);30.0;36.0
4052;Los Rebeldes Del Bravo;Puerto de Illusion;29;chinese (simplified);30.0;36.0
57524;The Shadows;36-24-36;29;chinese (simplified);30.0;36.0
11062;Mulatu Astatke;Ebo Lala with Seifu Yohannes;29;chinese (simplified);30.0;36.0
57987;Grigoris Bithikotsis,Haroula Labraki;Pou 'Ne Ta Hronia;29;chinese (simplified);30.0;36.0
60254;Fugazi;Song 1;30;chinese (simplified);31.0;37.0
36511;The Southern Death Cult;Moya;30;chinese (simplified);31.0;37.0
157120;Cecilio & Kapono;Sailin';30;chinese (simplified);31.0;37.0
12026;The Who;905;30;chinese (simplified);31.0;37.0
11333;Paul Simon;Duncan - Demo - San Francisco 2/71;30;chinese (simplified);31.0;37.0
139098;Dr. John;Danse Kalinda Ba Doom;30;chinese (simplified);31.0;37.0
36130;Fleetwood Mac;Sara - Live 1980, St. Louis, MO;30;chinese (simplified);31.0;37.0
75214;Chalino Sanchez,Los Amables Del Norte;Juan Cantu;30;chinese (simplified);31.0;37.0
68205;Pepe Tovar Y Los Chacales;La Chuyita;30;chinese (simplified);31.0;37.0
52243;P.E.P.E.;Shadilay (Radio Edit);30;chinese (simplified);31.0;37.0
164785;Mulatu Astatke;Lanchi Biye with Tilahun Gessesse;30;chinese (simplified);31.0;37.0
73141;尤雅;往事只能回味;30;chinese (simplified);31.0;37.0
59575;Ernesto Bassignano;Malu;30;chinese (simplified);31.0;37.0
164833;Eddie Palmieri,Ismael Quintana;Bilongo;31;chinese (simplified);32.0;38.0
74615;Sally Yeh;黎明不要來;31;chinese (simplified);32.0;38.0
4239;Fania All Stars,Ismael Rivera,Roberto Roena,Luis Perico Ortiz;Bilongo;31;chinese (simplified);32.0;38.0
101399;Henry Mancini;Moon River Cha Cha;31;chinese (simplified);32.0;38.0
140040;Blondie;11:59;31;chinese (simplified);32.0;38.0
3285;ZZ Top;Mushmouth Shoutin';31;chinese (simplified);32.0;38.0
157329;"""The B-52's""";6060-842;31;chinese (simplified);32.0;38.0
119990;La Sonora Matancera,Celia Cruz;Guede Zaina;31;chinese (simplified);32.0;38.0
28384;羅大佑;戀曲1980;31;chinese (simplified);32.0;38.0
21140;They Might Be Giants;Women & Men;31;chinese (simplified);32.0;38.0
60797;Monifah;You;31;chinese (simplified);32.0;38.0
43825;Tom Waits;$29.00;31;chinese (simplified);32.0;38.0
11907;セキトオ・シゲオ;処女航海;31;chinese (simplified);32.0;38.0
59478;George Lam,Danny Chung,David Ling Jr;真的漢子;31;chinese (simplified);32.0;38.0
67293;The Lettermen;Shangri-La - Remastered;31;chinese (simplified);32.0;38.0
44218;George Duke;You;31;chinese (simplified);32.0;38.0
60409;Hapa;Ku'u Lei, Ku'u Ipo;31;chinese (simplified);32.0;38.0
101229;John Coltrane;Naima;32;chinese (simplified);33.0;39.0
74989;Sonic Youth;Mote;32;chinese (simplified);33.0;39.0
166286;Misfits,Glenn Danzig;She;32;chinese (simplified);33.0;39.0
74644;Sally Yeh,Sammi Cheng;談情說愛;32;chinese (simplified);33.0;39.0
74546;Teresa Teng;難忘初戀的情人;32;chinese (simplified);33.0;39.0
28418;羅大佑;鹿港小鎮;32;chinese (simplified);33.0;39.0
52510;Joe Hisaishi;Surrogate Jiji;32;chinese (simplified);33.0;39.0
36333;Don Carlos;English Women;32;chinese (simplified);33.0;39.0
60983;Candy Lo;好心分手;32;chinese (simplified);33.0;39.0
44044;George Lam;在水中央;32;chinese (simplified);33.0;39.0
66793;Teresa Teng;獨上西樓;32;chinese (simplified);33.0;39.0
4274;John Denver;Shanghai Breezes;32;chinese (simplified);33.0;39.0
74440;Tsai Chin;最後一夜;32;chinese (simplified);33.0;39.0
13263;Van Halen;316;32;chinese (simplified);33.0;39.0
3149;Anoushirvan Rohani;Gole Sang;32;chinese (simplified);33.0;39.0
149048;"""The Go-Go's""";Fading Fast;32;chinese (simplified);33.0;39.0
130175;Moby Grape;8:05;32;chinese (simplified);33.0;39.0
12577;Las Chicas Del Can;Ta' Pillao;32;chinese (simplified);33.0;39.0
60022;Wink;渚物語 (Remastered 2013);32;chinese (simplified);33.0;39.0
149210;Teresa Teng;甜蜜蜜;32;chinese (simplified);33.0;39.0
20515;Teresa Teng;在水一方;32;chinese (simplified);33.0;39.0
21370;Gin Blossoms;29;33;chinese (simplified);34.0;40.0
59240;Teresa Teng;雨夜花;33;chinese (simplified);34.0;40.0
36543;The Pogues;Waxie's Dargle;33;chinese (simplified);34.0;40.0
59735;Anita Mui;夢伴;33;chinese (simplified);34.0;40.0
44333;George Lam,David Ling Jr;似夢迷離;33;chinese (simplified);34.0;40.0
67150;Sandy Lam,藍戰士;下雨天;33;chinese (simplified);34.0;40.0
67160;Jacky Cheung;月半彎;33;chinese (simplified);34.0;40.0
140244;John Anderson;1959;33;chinese (simplified);34.0;40.0
20473;Teresa Teng;小城故事;33;chinese (simplified);34.0;40.0
13229;The Righteous Brothers;Little Latin Lupe Lu;33;chinese (simplified);34.0;40.0
139771;Wet Willie;Dixie Rock;33;chinese (simplified);34.0;40.0
80124;葛蘭;我要你的愛;33;chinese (simplified);34.0;40.0
29233;Green Day;16;33;chinese (simplified);34.0;40.0
21120;The Five Keys;Ling Ting Tong;33;chinese (simplified);34.0;40.0
35204;Tsai Chin;不了情;33;chinese (simplified);34.0;40.0
158328;Soundgarden;Gun;33;chinese (simplified);34.0;40.0
101328;Grace Chang;我要飛上青天 (電影[空中小姐]插曲);33;chinese (simplified);34.0;40.0
36787;Sally Yeh;秋去秋來;34;chinese (simplified);35.0;41.0
111491;Betty Chung;你怎能瞞過我;34;chinese (simplified);35.0;41.0
74698;Leslie Cheung;倩女幽魂;34;chinese (simplified);35.0;41.0
130390;Bob Seger;2 + 2 = ?;34;chinese (simplified);35.0;41.0
5192;Toad The Wet Sprocket;Nightingale Song;34;chinese (simplified);35.0;41.0
101148;姚莉;"人生就是戲 (電影""入室佳人""插曲)";34;chinese (simplified);35.0;41.0
29971;Public Announcement;Body Bumpin' (Yippie-Yi-Yo);34;chinese (simplified);35.0;41.0
13063;Pajama Party;You No Se;34;chinese (simplified);35.0;41.0
111121;Roger Miller;Dang Me;34;chinese (simplified);35.0;41.0
28291;蔡楓華;倩影;34;chinese (simplified);35.0;41.0
59726;George Benson;20/20;34;chinese (simplified);35.0;41.0
44524;Teresa Teng;恰似你的溫柔;34;chinese (simplified);35.0;41.0
21414;Faye Wong;容易受傷的女人;34;chinese (simplified);35.0;41.0
44273;George Lam,David Ling Jr;誰能明白我;34;chinese (simplified);35.0;41.0
157212;Haruomi Hosono,イエロー・マジック・バンド;Shimendoka - 2019 Remastering;34;chinese (simplified);35.0;41.0
51838;Teresa Teng;但願人長久;34;chinese (simplified);35.0;41.0
3662;陳蘭麗;你懂不懂;34;chinese (simplified);35.0;41.0
11807;Héctor Lavoe;De Ti Depende;34;chinese (simplified);35.0;41.0
45195;David Sanborn;Bang Bang;34;chinese (simplified);35.0;41.0
156459;Cornelio Reyna;Me cai de la nube;34;chinese (simplified);35.0;41.0
35803;Pyotr Ilyich Tchaikovsky,André Previn,London Symphony Orchestra;Tchaikovsky: Swan Lake, Op. 20, Act 1: 2. Waltz (Tempo di valse);34;chinese (simplified);35.0;41.0
156350;Triste Janero;Rene De Marie;34;chinese (simplified);35.0;41.0
59775;Lowell Lo,劉天蘭;陪著你走;35;chinese (simplified);36.0;43.0
80432;Bing Crosby;God Rest Ye Merry Gentlemen;35;chinese (simplified);36.0;43.0
36820;Sally Yeh;零時十分;35;chinese (simplified);36.0;43.0
37729;Keith Sweat;Yumi;35;chinese (simplified);36.0;43.0
120809;Keith;98.6;35;chinese (simplified);36.0;43.0
44808;Vivian Chow;"如果你知我苦衷 - 電影""藍江傳之反飛組風雲""歌曲";35;chinese (simplified);36.0;43.0
101424;"""Howlin' Wolf""";Wang Dang Doodle;35;chinese (simplified);36.0;43.0
36695;Teresa Teng;千言萬語;35;chinese (simplified);36.0;43.0
20216;APO Hiking Society;Ewan;35;chinese (simplified);36.0;43.0
36661;Danny Chan,Joe Wong,Tom Brown;念親恩;35;chinese (simplified);36.0;43.0
36804;Paula Tsui;"婚紗背後(電視劇""流氓大亨""歌曲)";35;chinese (simplified);36.0;43.0
21029;Pat Metheny Group;5-5-7;35;chinese (simplified);36.0;43.0
91746;Sam Cooke;Chain Gang;35;chinese (simplified);36.0;43.0
36194;Teresa Teng;望春風;35;chinese (simplified);36.0;43.0
59777;潘越雲;野百合也有春天;35;chinese (simplified);36.0;43.0
59853;鳳飛飛;掌聲響起;35;chinese (simplified);36.0;43.0
59924;Priscilla Chan;逝去的諾言;35;chinese (simplified);36.0;43.0
140150;Foreigner;Women;35;chinese (simplified);36.0;43.0
73973;Linton Kwesi Johnson;Di Black Petty Booshwah;35;chinese (simplified);36.0;43.0
148182;Steve Miller Band;Shu Ba Da Du Ma Ma Ma Ma;35;chinese (simplified);36.0;43.0
37305;Shabba Ranks;Caan Dun;35;chinese (simplified);36.0;43.0
11482;Bo Diddley;Bo Diddley;35;chinese (simplified);36.0;43.0
60144;Dave Wong,Sandy Lam;溫柔的你;36;chinese (simplified);37.0;44.0
37856;blink-182;Emo;36;chinese (simplified);37.0;44.0
53459;Faye Wong;曖昧;36;chinese (simplified);37.0;44.0
37723;Mushroomhead;43;36;chinese (simplified);37.0;44.0
37006;Vivian Chow;痴心換情深;36;chinese (simplified);37.0;44.0
148435;KISS;She;36;chinese (simplified);37.0;44.0
20804;Jacky Cheung;遙遠的她;36;chinese (simplified);37.0;44.0
30125;Slipknot;742617000027;36;chinese (simplified);37.0;44.0
21748;LL Cool J;Jingling Baby;36;chinese (simplified);37.0;44.0
20438;Jenny Tseng,Roman Tam;世間始終你好 (無線電視劇[射鵰英雄傳]主題曲);36;chinese (simplified);37.0;44.0
130497;The Stooges;1970;36;chinese (simplified);37.0;44.0
4413;George Lam,Cai Xian Le,Danny Chung;男兒當自強;36;chinese (simplified);37.0;44.0
67486;Paul Hertzog;Tai Chi;36;chinese (simplified);37.0;44.0
149658;David Sanborn;Chicago Song;36;chinese (simplified);37.0;44.0
149608;Gloria Estefan,Miami Sound Machine;1-2-3;36;chinese (simplified);37.0;44.0
68626;Musiq Soulchild;143;36;chinese (simplified);37.0;44.0
68384;Unwritten Law;Cailin;36;chinese (simplified);37.0;44.0
44496;Danny Chan,Joe Wong and Tom Brown;深愛著你;36;chinese (simplified);37.0;44.0
52850;Sonic Youth;100%;36;chinese (simplified);37.0;44.0
75095;小虎隊;愛;36;chinese (simplified);37.0;44.0
75409;Aphex Twin;#7;36;chinese (simplified);37.0;44.0
75451;Aphex Twin;#2;36;chinese (simplified);37.0;44.0
110939;Buddy Holly;Bo Diddley;36;chinese (simplified);37.0;44.0
